province_territory,category_1,category_2,category_3,total_flag,year,value
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2012,185
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2012,250
Prince Edward Island,Canadian Interests,,,True,2012,490
Prince Edward Island,Other IMP Participants,,,False,2012,0
Prince Edward Island,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Prince Edward Island,Vulnerable workers,,,True,2012,0
Prince Edward Island,,,,True,2012,585
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2012,15
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,255
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,20
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,5
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2012,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Nova Scotia,Agreements,Canada-International,,True,2012,290
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2012,190
Nova Scotia,Agreements,Other Agreements,,False,2012,25
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2012,10
Nova Scotia,Agreements,,,True,2012,520
Nova Scotia,Canadian Interests,Significant benefit,,False,2012,235
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,295
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,45
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,45
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2012,385
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2012,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,370
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,85
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,1380
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,150
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2012,1990
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2012,90
Nova Scotia,Canadian Interests,,,True,2012,2695
Nova Scotia,Other IMP Participants,,,False,2012,0
Nova Scotia,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Nova Scotia,Vulnerable workers,,,True,2012,0
Nova Scotia,,,,True,2012,3215
New Brunswick,Agreements,Canada-International,Non-Trade,False,2012,2
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,180
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,10
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,2
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
New Brunswick,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
New Brunswick,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
New Brunswick,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
New Brunswick,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
New Brunswick,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2012,0
New Brunswick,Agreements,Canada-International,,True,2012,195
New Brunswick,Agreements,Canada - Provincial/Territorial,,False,2012,80
New Brunswick,Agreements,Other Agreements,,False,2012,20
New Brunswick,Agreements,Provincial/Territorial - International,,False,2012,20
New Brunswick,Agreements,,,True,2012,310
New Brunswick,Canadian Interests,Significant benefit,,False,2012,175
New Brunswick,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,90
New Brunswick,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,15
New Brunswick,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,30
New Brunswick,Canadian Interests,Reciprocal Employment,,True,2012,135
New Brunswick,Canadian Interests,"Research, educational or training programs",,False,2012,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,165
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,70
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,555
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,35
New Brunswick,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
New Brunswick,Canadian Interests,Competitiveness and public policy,,True,2012,825
New Brunswick,Canadian Interests,Charitable or religious work,,False,2012,10
New Brunswick,Canadian Interests,,,True,2012,1145
New Brunswick,Other IMP Participants,,,False,2012,0
New Brunswick,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
New Brunswick,Vulnerable workers,,,True,2012,0
New Brunswick,,,,True,2012,1455
Quebec,Agreements,Canada-International,Non-Trade,False,2012,165
Quebec,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,2215
Quebec,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,70
Quebec,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,30
Quebec,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Quebec,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Quebec,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2012,0
Quebec,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Quebec,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Quebec,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Quebec,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Quebec,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2012,0
Quebec,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2012,0
Quebec,Agreements,Canada-International,,True,2012,2480
Quebec,Agreements,Canada - Provincial/Territorial,,False,2012,45
Quebec,Agreements,Other Agreements,,False,2012,45
Quebec,Agreements,Provincial/Territorial - International,,False,2012,235
Quebec,Agreements,,,True,2012,2805
Quebec,Canadian Interests,Significant benefit,,False,2012,5205
Quebec,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,9515
Quebec,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,200
Quebec,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,460
Quebec,Canadian Interests,Reciprocal Employment,,True,2012,10175
Quebec,Canadian Interests,"Research, educational or training programs",,False,2012,0
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,3890
Quebec,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,980
Quebec,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,6535
Quebec,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,1900
Quebec,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Quebec,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Quebec,Canadian Interests,Competitiveness and public policy,,True,2012,13305
Quebec,Canadian Interests,Charitable or religious work,,False,2012,330
Quebec,Canadian Interests,,,True,2012,29015
Quebec,Other IMP Participants,,,False,2012,5
Quebec,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Quebec,Vulnerable workers,,,True,2012,0
Quebec,,,,True,2012,31825
Ontario,Agreements,Canada-International,Non-Trade,False,2012,195
Ontario,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,9540
Ontario,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,560
Ontario,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,55
Ontario,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,2
Ontario,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2012,0
Ontario,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Ontario,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Ontario,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Ontario,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2012,0
Ontario,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Ontario,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Ontario,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2012,0
Ontario,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2012,0
Ontario,Agreements,Canada-International,,True,2012,10350
Ontario,Agreements,Canada - Provincial/Territorial,,False,2012,875
Ontario,Agreements,Other Agreements,,False,2012,90
Ontario,Agreements,Provincial/Territorial - International,,False,2012,20
Ontario,Agreements,,,True,2012,11335
Ontario,Canadian Interests,Significant benefit,,False,2012,20810
Ontario,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,13955
Ontario,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,670
Ontario,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,1155
Ontario,Canadian Interests,Reciprocal Employment,,True,2012,15780
Ontario,Canadian Interests,"Research, educational or training programs",,False,2012,0
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,8315
Ontario,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,1750
Ontario,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,22635
Ontario,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,3035
Ontario,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Ontario,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Ontario,Canadian Interests,Competitiveness and public policy,,True,2012,35740
Ontario,Canadian Interests,Charitable or religious work,,False,2012,515
Ontario,Canadian Interests,,,True,2012,72845
Ontario,Other IMP Participants,,,False,2012,2
Ontario,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Ontario,Vulnerable workers,,,True,2012,0
Ontario,,,,True,2012,84180
Manitoba,Agreements,Canada-International,Non-Trade,False,2012,20
Manitoba,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,475
Manitoba,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,35
Manitoba,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,2
Manitoba,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Manitoba,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Manitoba,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Manitoba,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Manitoba,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Manitoba,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Manitoba,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2012,0
Manitoba,Agreements,Canada-International,,True,2012,540
Manitoba,Agreements,Canada - Provincial/Territorial,,False,2012,800
Manitoba,Agreements,Other Agreements,,False,2012,15
Manitoba,Agreements,Provincial/Territorial - International,,False,2012,15
Manitoba,Agreements,,,True,2012,1365
Manitoba,Canadian Interests,Significant benefit,,False,2012,355
Manitoba,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,325
Manitoba,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,45
Manitoba,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,100
Manitoba,Canadian Interests,Reciprocal Employment,,True,2012,470
Manitoba,Canadian Interests,"Research, educational or training programs",,False,2012,0
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,430
Manitoba,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,175
Manitoba,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,1600
Manitoba,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,130
Manitoba,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Manitoba,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Manitoba,Canadian Interests,Competitiveness and public policy,,True,2012,2340
Manitoba,Canadian Interests,Charitable or religious work,,False,2012,55
Manitoba,Canadian Interests,,,True,2012,3215
Manitoba,Other IMP Participants,,,False,2012,0
Manitoba,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Manitoba,Vulnerable workers,,,True,2012,0
Manitoba,,,,True,2012,4580
Saskatchewan,Agreements,Canada-International,Non-Trade,False,2012,5
Saskatchewan,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,665
Saskatchewan,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,50
Saskatchewan,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,2
Saskatchewan,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Saskatchewan,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Saskatchewan,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Saskatchewan,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2012,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Saskatchewan,Agreements,Canada-International,,True,2012,725
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2012,2155
Saskatchewan,Agreements,Other Agreements,,False,2012,20
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2012,20
Saskatchewan,Agreements,,,True,2012,2925
Saskatchewan,Canadian Interests,Significant benefit,,False,2012,455
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,385
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,55
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,70
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2012,510
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2012,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,910
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,195
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,2095
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,115
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2012,3310
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2012,25
Saskatchewan,Canadian Interests,,,True,2012,4300
Saskatchewan,Other IMP Participants,,,False,2012,0
Saskatchewan,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Saskatchewan,Vulnerable workers,,,True,2012,0
Saskatchewan,,,,True,2012,7225
Alberta,Agreements,Canada-International,Non-Trade,False,2012,50
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,5700
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,185
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,35
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2012,0
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2012,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2012,0
Alberta,Agreements,Canada-International,,True,2012,5975
Alberta,Agreements,Canada - Provincial/Territorial,,False,2012,3350
Alberta,Agreements,Other Agreements,,False,2012,35
Alberta,Agreements,Provincial/Territorial - International,,False,2012,50
Alberta,Agreements,,,True,2012,9405
Alberta,Canadian Interests,Significant benefit,,False,2012,6080
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,5410
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,210
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,455
Alberta,Canadian Interests,Reciprocal Employment,,True,2012,6075
Alberta,Canadian Interests,"Research, educational or training programs",,False,2012,0
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,6225
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,695
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,4340
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,805
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2012,12065
Alberta,Canadian Interests,Charitable or religious work,,False,2012,170
Alberta,Canadian Interests,,,True,2012,24390
Alberta,Other IMP Participants,,,False,2012,5
Alberta,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Alberta,Vulnerable workers,,,True,2012,0
Alberta,,,,True,2012,33805
British Columbia,Agreements,Canada-International,Non-Trade,False,2012,115
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,3285
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,315
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,25
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2012,0
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2012,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2012,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2012,0
British Columbia,Agreements,Canada-International,,True,2012,3740
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2012,3015
British Columbia,Agreements,Other Agreements,,False,2012,90
British Columbia,Agreements,Provincial/Territorial - International,,False,2012,125
British Columbia,Agreements,,,True,2012,6970
British Columbia,Canadian Interests,Significant benefit,,False,2012,6035
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,28680
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,330
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,360
British Columbia,Canadian Interests,Reciprocal Employment,,True,2012,29370
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2012,0
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,4205
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,1140
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,7880
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,960
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2012,14185
British Columbia,Canadian Interests,Charitable or religious work,,False,2012,305
British Columbia,Canadian Interests,,,True,2012,49890
British Columbia,Other IMP Participants,,,False,2012,2
British Columbia,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
British Columbia,Vulnerable workers,,,True,2012,0
British Columbia,,,,True,2012,56860
Yukon,Agreements,Canada-International,Non-Trade,False,2012,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,20
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,2
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2012,0
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2012,0
Yukon,Agreements,Canada-International,,True,2012,20
Yukon,Agreements,Canada - Provincial/Territorial,,False,2012,200
Yukon,Agreements,Other Agreements,,False,2012,2
Yukon,Agreements,Provincial/Territorial - International,,False,2012,2
Yukon,Agreements,,,True,2012,220
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2012,2
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2012,10
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2012,2
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2012,10
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2012,0
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2012,0
Yukon,Canadian Interests,Significant benefit,,True,2012,30
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,65
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2012,0
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,2
Yukon,Canadian Interests,Reciprocal Employment,,True,2012,65
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,25
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,0
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,10
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2012,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2012,35
Yukon,Canadian Interests,Charitable or religious work,,False,2012,2
Yukon,Canadian Interests,,,True,2012,130
Yukon,Other IMP Participants,,,False,2012,0
Yukon,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Yukon,Vulnerable workers,,,True,2012,0
Yukon,,,,True,2012,350
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2012,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,30
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,2
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2012,0
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2012,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2012,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Northwest Territories,Agreements,Canada-International,,True,2012,35
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2012,15
Northwest Territories,Agreements,Other Agreements,,False,2012,0
Northwest Territories,Agreements,,,True,2012,45
Northwest Territories,Canadian Interests,Significant benefit,,False,2012,40
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2012,20
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2012,0
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2012,20
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2012,25
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2012,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2012,2
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2012,2
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2012,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2012,30
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2012,5
Northwest Territories,Canadian Interests,,,True,2012,95
Northwest Territories,Other IMP Participants,,,False,2012,0
Northwest Territories,Vulnerable workers,Vulnerable workers (subcategory),,False,2012,0
Northwest Territories,Vulnerable workers,,,True,2012,0
Northwest Territories,,,,True,2012,140
Nunavut,Agreements,Canada-International,Non-Trade,False,2012,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2012,10
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2012,2
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2012,0
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2012,0
Nunavut,Agreements,Canada-International,,True,2012,10
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2012,0
Nunavut,Agreements,Other Agreements,,False,2012,0
