province_territory,category_1,category_2,category_3,total_flag,year,value
Saskatchewan,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2010,0
Saskatchewan,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2010,0
Saskatchewan,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2010,0
Saskatchewan,Agreements,Canada-International,,True,2010,440
Saskatchewan,Agreements,Canada - Provincial/Territorial,,False,2010,860
Saskatchewan,Agreements,Other Agreements,,False,2010,125
Saskatchewan,Agreements,Provincial/Territorial - International,,False,2010,10
Saskatchewan,Agreements,,,True,2010,"1,435"
Saskatchewan,Canadian Interests,Significant benefit,,False,2010,175
Saskatchewan,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,270
Saskatchewan,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2010,30
Saskatchewan,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,65
Saskatchewan,Canadian Interests,Reciprocal Employment,,True,2010,365
Saskatchewan,Canadian Interests,"Research, educational or training programs",,False,2010,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,605
Saskatchewan,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,130
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,855
Saskatchewan,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,100
Saskatchewan,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2010,0
Saskatchewan,Canadian Interests,Competitiveness and public policy,,True,2010,"1,690"
Saskatchewan,Canadian Interests,Charitable or religious work,,False,2010,20
Saskatchewan,Canadian Interests,,,True,2010,"2,250"
Saskatchewan,Other IMP Participants,,,False,2010,0
Saskatchewan,Vulnerable workers,Vulnerable workers,,False,2010,0
Saskatchewan,Vulnerable workers,,,True,2010,0
Saskatchewan,,,,True,2010,"3,680"
Alberta,Agreements,Canada-International,Non-Trade,False,2010,30
Alberta,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2010,"4,290"
Alberta,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2010,130
Alberta,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2010,60
Alberta,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2010,0
Alberta,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2010,0
Alberta,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2010,0
Alberta,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2010,0
Alberta,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2010,0
Alberta,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2010,0
Alberta,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2010,0
Alberta,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2010,0
Alberta,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2010,0
Alberta,Agreements,Canada-International,,True,2010,"4,510"
Alberta,Agreements,Canada - Provincial/Territorial,,False,2010,"1,765"
Alberta,Agreements,Other Agreements,,False,2010,120
Alberta,Agreements,Provincial/Territorial - International,,False,2010,20
Alberta,Agreements,,,True,2010,"6,415"
Alberta,Canadian Interests,Significant benefit,,False,2010,"2,150"
Alberta,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,"4,635"
Alberta,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2010,155
Alberta,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,365
Alberta,Canadian Interests,Reciprocal Employment,,True,2010,"5,155"
Alberta,Canadian Interests,"Research, educational or training programs",,False,2010,0
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,"4,550"
Alberta,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,685
Alberta,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,"2,775"
Alberta,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,570
Alberta,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
Alberta,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2010,0
Alberta,Canadian Interests,Competitiveness and public policy,,True,2010,"8,580"
Alberta,Canadian Interests,Charitable or religious work,,False,2010,140
Alberta,Canadian Interests,,,True,2010,"16,025"
Alberta,Other IMP Participants,,,False,2010,10
Alberta,Vulnerable workers,Vulnerable workers,,False,2010,0
Alberta,Vulnerable workers,,,True,2010,0
Alberta,,,,True,2010,"22,450"
British Columbia,Agreements,Canada-International,Non-Trade,False,2010,70
British Columbia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2010,"2,500"
British Columbia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2010,235
British Columbia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2010,45
British Columbia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2010,0
British Columbia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2010,0
British Columbia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2010,0
British Columbia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2010,0
British Columbia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2010,0
British Columbia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2010,0
British Columbia,Agreements,Canada-International,Agreement on Trade Continuity between Canada and the United Kingdom of Great Britain and Northern Ireland (CUKTCA),False,2010,0
British Columbia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2010,0
British Columbia,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2010,0
British Columbia,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2010,0
British Columbia,Agreements,Canada-International,,True,2010,"2,850"
British Columbia,Agreements,Canada - Provincial/Territorial,,False,2010,"1,585"
British Columbia,Agreements,Other Agreements,,False,2010,415
British Columbia,Agreements,Provincial/Territorial - International,,False,2010,35
British Columbia,Agreements,,,True,2010,"4,890"
British Columbia,Canadian Interests,Significant benefit,,False,2010,"1,910"
British Columbia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,"26,840"
British Columbia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2010,460
British Columbia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,345
British Columbia,Canadian Interests,Reciprocal Employment,,True,2010,"27,645"
British Columbia,Canadian Interests,"Research, educational or training programs",,False,2010,0
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,"3,780"
British Columbia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,"1,095"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,"5,625"
British Columbia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,785
British Columbia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
British Columbia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2010,0
British Columbia,Canadian Interests,Competitiveness and public policy,,True,2010,"11,285"
British Columbia,Canadian Interests,Charitable or religious work,,False,2010,265
British Columbia,Canadian Interests,,,True,2010,"41,100"
British Columbia,Other IMP Participants,,,False,2010,10
British Columbia,Vulnerable workers,Vulnerable workers,,False,2010,0
British Columbia,Vulnerable workers,,,True,2010,0
British Columbia,,,,True,2010,"46,000"
Yukon,Agreements,Canada-International,Non-Trade,False,2010,0
Yukon,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2010,15
Yukon,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2010,0
Yukon,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2010,0
Yukon,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2010,0
Yukon,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2010,0
Yukon,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2010,0
Yukon,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2010,0
Yukon,Agreements,Canada-International,,True,2010,15
Yukon,Agreements,Canada - Provincial/Territorial,,False,2010,110
Yukon,Agreements,Other Agreements,,False,2010,50
Yukon,Agreements,Provincial/Territorial - International,,False,2010,0
Yukon,Agreements,,,True,2010,175
Yukon,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2010,10
Yukon,Canadian Interests,Significant benefit,Intra-company transfers,False,2010,5
Yukon,Canadian Interests,Significant benefit,Significant benefit - general,False,2010,
Yukon,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2010,0
Yukon,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2010,0
Yukon,Canadian Interests,Significant benefit,Rural and Northern Immigration Pilot,False,2010,0
Yukon,Canadian Interests,Significant benefit,,True,2010,20
Yukon,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,65
Yukon,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2010,0
Yukon,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,
Yukon,Canadian Interests,Reciprocal Employment,,True,2010,65
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,10
Yukon,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,0
Yukon,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,
Yukon,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,0
Yukon,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
Yukon,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2010,0
Yukon,Canadian Interests,Competitiveness and public policy,,True,2010,15
Yukon,Canadian Interests,Charitable or religious work,,False,2010,0
Yukon,Canadian Interests,,,True,2010,100
Yukon,Other IMP Participants,,,False,2010,
Yukon,Vulnerable workers,Vulnerable workers,,False,2010,0
Yukon,Vulnerable workers,,,True,2010,0
Yukon,,,,True,2010,275
Northwest Territories,Agreements,Canada-International,Non-Trade,False,2010,0
Northwest Territories,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2010,30
Northwest Territories,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2010,
Northwest Territories,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2010,
Northwest Territories,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2010,0
Northwest Territories,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2010,0
Northwest Territories,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2010,0
Northwest Territories,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2010,0
Northwest Territories,Agreements,Canada-International,,True,2010,35
Northwest Territories,Agreements,Canada - Provincial/Territorial,,False,2010,
Northwest Territories,Agreements,Other Agreements,,False,2010,0
Northwest Territories,Agreements,,,True,2010,35
Northwest Territories,Canadian Interests,Significant benefit,,False,2010,25
Northwest Territories,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,15
Northwest Territories,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,0
Northwest Territories,Canadian Interests,Reciprocal Employment,,True,2010,15
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,30
Northwest Territories,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,5
Northwest Territories,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
Northwest Territories,Canadian Interests,Competitiveness and public policy,,True,2010,35
Northwest Territories,Canadian Interests,Charitable or religious work,,False,2010,10
Northwest Territories,Canadian Interests,,,True,2010,90
Northwest Territories,Other IMP Participants,,,False,2010,0
Northwest Territories,Vulnerable workers,Vulnerable workers,,False,2010,0
Northwest Territories,Vulnerable workers,,,True,2010,0
Northwest Territories,,,,True,2010,125
Nunavut,Agreements,Canada-International,Non-Trade,False,2010,0
Nunavut,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2010,10
Nunavut,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2010,0
Nunavut,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2010,0
Nunavut,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2010,0
Nunavut,Agreements,Canada-International,,True,2010,10
Nunavut,Agreements,Canada - Provincial/Territorial,,False,2010,0
Nunavut,Agreements,Other Agreements,,False,2010,0
Nunavut,Agreements,,,True,2010,10
Nunavut,Canadian Interests,Significant benefit,Intra-company transfers,False,2010,0
Nunavut,Canadian Interests,Significant benefit,Emergency repairs,False,2010,0
Nunavut,Canadian Interests,Significant benefit,Significant benefit - general,False,2010,0
Nunavut,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2010,0
Nunavut,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2010,0
Nunavut,Canadian Interests,Significant benefit,,True,2010,0
Nunavut,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2010,20
Nunavut,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2010,0
Nunavut,Canadian Interests,Reciprocal Employment,,True,2010,20
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2010,
Nunavut,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2010,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2010,0
Nunavut,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2010,0
Nunavut,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2010,0
Nunavut,Canadian Interests,Competitiveness and public policy,,True,2010,
Nunavut,Canadian Interests,Charitable or religious work,,False,2010,0
Nunavut,Canadian Interests,,,True,2010,20
Nunavut,Other IMP Participants,,,False,2010,0
Nunavut,Vulnerable workers,Vulnerable workers,,False,2010,0
Nunavut,Vulnerable workers,,,True,2010,0
Nunavut,,,,True,2010,35
Province / Territory not stated,Not stated,,,False,2010,0
Total,,,,True,2010,"158,830"
Newfoundland and Labrador,Agreements,Canada-International,Non-Trade,False,2011,10
Newfoundland and Labrador,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,300
Newfoundland and Labrador,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,15
Newfoundland and Labrador,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,5
Newfoundland and Labrador,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Newfoundland and Labrador,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Newfoundland and Labrador,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2011,0
Newfoundland and Labrador,Agreements,Canada-International,,True,2011,330
Newfoundland and Labrador,Agreements,Canada - Provincial/Territorial,,False,2011,115
Newfoundland and Labrador,Agreements,Other Agreements,,False,2011,5
Newfoundland and Labrador,Agreements,Provincial/Territorial - International,,False,2011,
Newfoundland and Labrador,Agreements,,,True,2011,455
Newfoundland and Labrador,Canadian Interests,Significant benefit,,False,2011,190
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,45
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,10
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,5
Newfoundland and Labrador,Canadian Interests,Reciprocal Employment,,True,2011,60
Newfoundland and Labrador,Canadian Interests,"Research, educational or training programs",,False,2011,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,165
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,55
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,275
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,30
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Newfoundland and Labrador,Canadian Interests,Competitiveness and public policy,,True,2011,525
Newfoundland and Labrador,Canadian Interests,Charitable or religious work,,False,2011,5
Newfoundland and Labrador,Canadian Interests,,,True,2011,785
Newfoundland and Labrador,Other IMP Participants,,,False,2011,0
Newfoundland and Labrador,Vulnerable workers,Vulnerable workers,,False,2011,0
Newfoundland and Labrador,Vulnerable workers,,,True,2011,0
Newfoundland and Labrador,,,,True,2011,"1,235"
Prince Edward Island,Agreements,Canada-International,Non-Trade,False,2011,
Prince Edward Island,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,50
Prince Edward Island,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,
Prince Edward Island,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,0
Prince Edward Island,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Prince Edward Island,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Prince Edward Island,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Prince Edward Island,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Prince Edward Island,Agreements,Canada-International,,True,2011,50
Prince Edward Island,Agreements,Canada - Provincial/Territorial,,False,2011,30
Prince Edward Island,Agreements,Other Agreements,,False,2011,
Prince Edward Island,Agreements,Provincial/Territorial - International,,False,2011,5
Prince Edward Island,Agreements,,,True,2011,85
Prince Edward Island,Canadian Interests,Significant benefit,Entrepreneur/self-employed,False,2011,
Prince Edward Island,Canadian Interests,Significant benefit,Intra-company transfers,False,2011,35
Prince Edward Island,Canadian Interests,Significant benefit,Emergency repairs,False,2011,0
Prince Edward Island,Canadian Interests,Significant benefit,Significant benefit - general,False,2011,5
Prince Edward Island,Canadian Interests,Significant benefit,Permanent Residence Applicants in Canada,False,2011,
Prince Edward Island,Canadian Interests,Significant benefit,Bridging open work permits (BOWPs) OR Permanent resident facilitation work permit categories,False,2011,0
Prince Edward Island,Canadian Interests,Significant benefit,,True,2011,45
Prince Edward Island,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,15
Prince Edward Island,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,5
Prince Edward Island,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,10
Prince Edward Island,Canadian Interests,Reciprocal Employment,,True,2011,35
Prince Edward Island,Canadian Interests,"Research, educational or training programs",,False,2011,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,60
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,15
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,70
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,10
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Prince Edward Island,Canadian Interests,Competitiveness and public policy,,True,2011,160
Prince Edward Island,Canadian Interests,Charitable or religious work,,False,2011,50
Prince Edward Island,Canadian Interests,,,True,2011,285
Prince Edward Island,Other IMP Participants,,,False,2011,0
Prince Edward Island,Vulnerable workers,Vulnerable workers,,False,2011,0
Prince Edward Island,Vulnerable workers,,,True,2011,0
Prince Edward Island,,,,True,2011,375
Nova Scotia,Agreements,Canada-International,Non-Trade,False,2011,15
Nova Scotia,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,265
Nova Scotia,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,10
Nova Scotia,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,
Nova Scotia,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Nova Scotia,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Nova Scotia,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Nova Scotia,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Nova Scotia,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2011,0
Nova Scotia,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Nova Scotia,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Nova Scotia,Agreements,Canada-International,,True,2011,290
Nova Scotia,Agreements,Canada - Provincial/Territorial,,False,2011,155
Nova Scotia,Agreements,Other Agreements,,False,2011,40
Nova Scotia,Agreements,Provincial/Territorial - International,,False,2011,15
Nova Scotia,Agreements,,,True,2011,500
Nova Scotia,Canadian Interests,Significant benefit,,False,2011,215
Nova Scotia,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,235
Nova Scotia,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,35
Nova Scotia,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,35
Nova Scotia,Canadian Interests,Reciprocal Employment,,True,2011,305
Nova Scotia,Canadian Interests,"Research, educational or training programs",,False,2011,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,355
Nova Scotia,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,80
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,"1,125"
Nova Scotia,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,150
Nova Scotia,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
Nova Scotia,Canadian Interests,Competitiveness and public policy,,True,2011,"1,710"
Nova Scotia,Canadian Interests,Charitable or religious work,,False,2011,85
Nova Scotia,Canadian Interests,,,True,2011,"2,310"
Nova Scotia,Other IMP Participants,,,False,2011,0
Nova Scotia,Vulnerable workers,Vulnerable workers,,False,2011,0
Nova Scotia,Vulnerable workers,,,True,2011,0
Nova Scotia,,,,True,2011,"2,810"
New Brunswick,Agreements,Canada-International,Non-Trade,False,2011,
New Brunswick,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,195
New Brunswick,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,15
New Brunswick,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,
New Brunswick,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
New Brunswick,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
New Brunswick,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
New Brunswick,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
New Brunswick,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
New Brunswick,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
New Brunswick,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2011,0
New Brunswick,Agreements,Canada-International,,True,2011,215
New Brunswick,Agreements,Canada - Provincial/Territorial,,False,2011,85
New Brunswick,Agreements,Other Agreements,,False,2011,20
New Brunswick,Agreements,Provincial/Territorial - International,,False,2011,25
New Brunswick,Agreements,,,True,2011,340
New Brunswick,Canadian Interests,Significant benefit,,False,2011,140
New Brunswick,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,70
New Brunswick,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,15
New Brunswick,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,20
New Brunswick,Canadian Interests,Reciprocal Employment,,True,2011,105
New Brunswick,Canadian Interests,"Research, educational or training programs",,False,2011,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of skilled workers,False,2011,160
New Brunswick,Canadian Interests,Competitiveness and public policy,Spouses of students,False,2011,80
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-grad employment,False,2011,570
New Brunswick,Canadian Interests,Competitiveness and public policy,Post-doctoral Ph.D fellows and award recipients,False,2011,35
New Brunswick,Canadian Interests,Competitiveness and public policy,Dependent of skilled worker,False,2011,0
New Brunswick,Canadian Interests,Competitiveness and public policy,Family members of Economic PR applicants,False,2011,0
New Brunswick,Canadian Interests,Competitiveness and public policy,,True,2011,845
New Brunswick,Canadian Interests,Charitable or religious work,,False,2011,5
New Brunswick,Canadian Interests,,,True,2011,"1,095"
New Brunswick,Other IMP Participants,,,False,2011,0
New Brunswick,Vulnerable workers,Vulnerable workers,,False,2011,0
New Brunswick,Vulnerable workers,,,True,2011,0
New Brunswick,,,,True,2011,"1,435"
Quebec,Agreements,Canada-International,Non-Trade,False,2011,130
Quebec,Agreements,Canada-International,North American Free Trade Agreement (NAFTA),False,2011,"2,050"
Quebec,Agreements,Canada-International,Other Free Trade Agreement (FTA),False,2011,80
Quebec,Agreements,Canada-International,General Agreement on Trade in Services (GATS) Professional,False,2011,30
Quebec,Agreements,Canada-International,Canada-Colombia Free Trade Agreement,False,2011,0
Quebec,Agreements,Canada-International,Comprehensive Economic and Trade Agreement (CETA),False,2011,0
Quebec,Agreements,Canada-International,Canada-Korea Free Trade Agreement (CKFTA),False,2011,0
Quebec,Agreements,Canada-International,Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP),False,2011,0
Quebec,Agreements,Canada-International,Canada-United States-Mexico Agreement (CUSMA),False,2011,0
Quebec,Agreements,Canada-International,Canada-Chile Free Trade Agreement,False,2011,0
Quebec,Agreements,Canada-International,Canada-Peru Free Trade Agreement,False,2011,0
Quebec,Agreements,Canada-International,Canada-Panama Free Trade Agreement,False,2011,0
Quebec,Agreements,Canada-International,Canada-Ukraine Free Trade Agreement (CUFTA),False,2011,0
Quebec,Agreements,Canada-International,,True,2011,"2,290"
Quebec,Agreements,Canada - Provincial/Territorial,,False,2011,65
Quebec,Agreements,Other Agreements,,False,2011,85
Quebec,Agreements,Provincial/Territorial - International,,False,2011,210
Quebec,Agreements,,,True,2011,"2,650"
Quebec,Canadian Interests,Significant benefit,,False,2011,"3,835"
Quebec,Canadian Interests,Reciprocal Employment,International Experience Canada (IEC),False,2011,"9,490"
Quebec,Canadian Interests,Reciprocal Employment,"Exchange Professors, Visiting Lecturers",False,2011,180
Quebec,Canadian Interests,Reciprocal Employment,Reciprocal Employment - Other,False,2011,440
