province_territory,study_level,total_flag,year_month,year,month,value
Alberta,Post Secondary,False,2019-07,2019,7,1130
Alberta,Other Studies,False,2019-07,2019,7,105
Alberta,Education level not stated,False,2019-07,2019,7,2
Alberta,,True,2019-07,2019,7,1695
British Columbia,Secondary or less,False,2019-07,2019,7,2035
British Columbia,Post Secondary,False,2019-07,2019,7,4495
British Columbia,Other Studies,False,2019-07,2019,7,565
British Columbia,Education level not stated,False,2019-07,2019,7,2
British Columbia,,True,2019-07,2019,7,7100
Yukon,Secondary or less,False,2019-07,2019,7,2
Yukon,Post Secondary,False,2019-07,2019,7,10
Yukon,Other Studies,False,2019-07,2019,7,2
Yukon,Education level not stated,False,2019-07,2019,7,0
Yukon,,True,2019-07,2019,7,15
Northwest Territories,Secondary or less,False,2019-07,2019,7,5
Northwest Territories,Post Secondary,False,2019-07,2019,7,0
Northwest Territories,Other Studies,False,2019-07,2019,7,0
Northwest Territories,,True,2019-07,2019,7,5
Nunavut,Secondary or less,False,2019-07,2019,7,0
Nunavut,Post Secondary,False,2019-07,2019,7,2
Nunavut,Other Studies,False,2019-07,2019,7,0
Nunavut,,True,2019-07,2019,7,2
Province/territory not stated Total,,False,2019-07,2019,7,120
Total,,True,2019-07,2019,7,32450
Newfoundland and Labrador,Secondary or less,False,2019-08,2019,8,105
Newfoundland and Labrador,Post Secondary,False,2019-08,2019,8,645
Newfoundland and Labrador,Other Studies,False,2019-08,2019,8,40
Newfoundland and Labrador,Education level not stated,False,2019-08,2019,8,0
Newfoundland and Labrador,,True,2019-08,2019,8,790
Prince Edward Island,Secondary or less,False,2019-08,2019,8,90
Prince Edward Island,Post Secondary,False,2019-08,2019,8,445
Prince Edward Island,Other Studies,False,2019-08,2019,8,65
Prince Edward Island,Education level not stated,False,2019-08,2019,8,0
Prince Edward Island,,True,2019-08,2019,8,600
Nova Scotia,Secondary or less,False,2019-08,2019,8,540
Nova Scotia,Post Secondary,False,2019-08,2019,8,2135
Nova Scotia,Other Studies,False,2019-08,2019,8,375
Nova Scotia,Education level not stated,False,2019-08,2019,8,10
Nova Scotia,,True,2019-08,2019,8,3060
New Brunswick,Secondary or less,False,2019-08,2019,8,415
New Brunswick,Post Secondary,False,2019-08,2019,8,1105
New Brunswick,Other Studies,False,2019-08,2019,8,50
New Brunswick,Education level not stated,False,2019-08,2019,8,2
New Brunswick,,True,2019-08,2019,8,1575
Quebec,Secondary or less,False,2019-08,2019,8,1425
Quebec,Post Secondary,False,2019-08,2019,8,14105
Quebec,Other Studies,False,2019-08,2019,8,1035
Quebec,Education level not stated,False,2019-08,2019,8,5
Quebec,,True,2019-08,2019,8,16570
Ontario,Secondary or less,False,2019-08,2019,8,8195
Ontario,Post Secondary,False,2019-08,2019,8,42100
Ontario,Other Studies,False,2019-08,2019,8,5325
Ontario,Education level not stated,False,2019-08,2019,8,20
Ontario,,True,2019-08,2019,8,55635
Manitoba,Secondary or less,False,2019-08,2019,8,480
Manitoba,Post Secondary,False,2019-08,2019,8,2190
Manitoba,Other Studies,False,2019-08,2019,8,280
Manitoba,Education level not stated,False,2019-08,2019,8,0
Manitoba,,True,2019-08,2019,8,2955
Saskatchewan,Secondary or less,False,2019-08,2019,8,235
Saskatchewan,Post Secondary,False,2019-08,2019,8,1410
Saskatchewan,Other Studies,False,2019-08,2019,8,175
Saskatchewan,Education level not stated,False,2019-08,2019,8,0
Saskatchewan,,True,2019-08,2019,8,1820
Alberta,Secondary or less,False,2019-08,2019,8,1145
Alberta,Post Secondary,False,2019-08,2019,8,4740
Alberta,Other Studies,False,2019-08,2019,8,430
Alberta,Education level not stated,False,2019-08,2019,8,0
Alberta,,True,2019-08,2019,8,6315
British Columbia,Secondary or less,False,2019-08,2019,8,6670
British Columbia,Post Secondary,False,2019-08,2019,8,13370
British Columbia,Other Studies,False,2019-08,2019,8,2145
British Columbia,Education level not stated,False,2019-08,2019,8,2
British Columbia,,True,2019-08,2019,8,22190
Yukon,Secondary or less,False,2019-08,2019,8,10
Yukon,Post Secondary,False,2019-08,2019,8,20
Yukon,Other Studies,False,2019-08,2019,8,2
Yukon,Education level not stated,False,2019-08,2019,8,0
Yukon,,True,2019-08,2019,8,35
Northwest Territories,Secondary or less,False,2019-08,2019,8,5
Northwest Territories,Post Secondary,False,2019-08,2019,8,0
Northwest Territories,Other Studies,False,2019-08,2019,8,0
Northwest Territories,,True,2019-08,2019,8,5
Nunavut,Secondary or less,False,2019-08,2019,8,0
Nunavut,Post Secondary,False,2019-08,2019,8,2
Nunavut,Other Studies,False,2019-08,2019,8,0
Nunavut,,True,2019-08,2019,8,2
Province/territory not stated Total,,False,2019-08,2019,8,780
Total,,True,2019-08,2019,8,112320
Newfoundland and Labrador,Secondary or less,False,2019-09,2019,9,120
Newfoundland and Labrador,Post Secondary,False,2019-09,2019,9,380
Newfoundland and Labrador,Other Studies,False,2019-09,2019,9,15
Newfoundland and Labrador,Education level not stated,False,2019-09,2019,9,0
Newfoundland and Labrador,,True,2019-09,2019,9,515
Prince Edward Island,Secondary or less,False,2019-09,2019,9,65
Prince Edward Island,Post Secondary,False,2019-09,2019,9,175
Prince Edward Island,Other Studies,False,2019-09,2019,9,45
Prince Edward Island,Education level not stated,False,2019-09,2019,9,0
Prince Edward Island,,True,2019-09,2019,9,285
Nova Scotia,Secondary or less,False,2019-09,2019,9,470
Nova Scotia,Post Secondary,False,2019-09,2019,9,740
Nova Scotia,Other Studies,False,2019-09,2019,9,155
Nova Scotia,Education level not stated,False,2019-09,2019,9,0
Nova Scotia,,True,2019-09,2019,9,1370
New Brunswick,Secondary or less,False,2019-09,2019,9,195
New Brunswick,Post Secondary,False,2019-09,2019,9,495
New Brunswick,Other Studies,False,2019-09,2019,9,30
New Brunswick,Education level not stated,False,2019-09,2019,9,0
New Brunswick,,True,2019-09,2019,9,720
Quebec,Secondary or less,False,2019-09,2019,9,655
Quebec,Post Secondary,False,2019-09,2019,9,7215
Quebec,Other Studies,False,2019-09,2019,9,1000
Quebec,Education level not stated,False,2019-09,2019,9,0
Quebec,,True,2019-09,2019,9,8870
Ontario,Secondary or less,False,2019-09,2019,9,3335
Ontario,Post Secondary,False,2019-09,2019,9,14150
Ontario,Other Studies,False,2019-09,2019,9,1880
Ontario,Education level not stated,False,2019-09,2019,9,10
Ontario,,True,2019-09,2019,9,19375
Manitoba,Secondary or less,False,2019-09,2019,9,240
Manitoba,Post Secondary,False,2019-09,2019,9,790
Manitoba,Other Studies,False,2019-09,2019,9,90
Manitoba,Education level not stated,False,2019-09,2019,9,0
Manitoba,,True,2019-09,2019,9,1120
Saskatchewan,Secondary or less,False,2019-09,2019,9,105
Saskatchewan,Post Secondary,False,2019-09,2019,9,525
Saskatchewan,Other Studies,False,2019-09,2019,9,75
Saskatchewan,Education level not stated,False,2019-09,2019,9,0
Saskatchewan,,True,2019-09,2019,9,705
Alberta,Secondary or less,False,2019-09,2019,9,495
Alberta,Post Secondary,False,2019-09,2019,9,1330
Alberta,Other Studies,False,2019-09,2019,9,160
Alberta,Education level not stated,False,2019-09,2019,9,10
Alberta,,True,2019-09,2019,9,1995
British Columbia,Secondary or less,False,2019-09,2019,9,1710
British Columbia,Post Secondary,False,2019-09,2019,9,5580
British Columbia,Other Studies,False,2019-09,2019,9,1130
British Columbia,Education level not stated,False,2019-09,2019,9,10
British Columbia,,True,2019-09,2019,9,8430
Yukon,Secondary or less,False,2019-09,2019,9,2
Yukon,Post Secondary,False,2019-09,2019,9,5
Yukon,Other Studies,False,2019-09,2019,9,2
Yukon,Education level not stated,False,2019-09,2019,9,2
Yukon,,True,2019-09,2019,9,15
Northwest Territories,Secondary or less,False,2019-09,2019,9,2
Northwest Territories,Post Secondary,False,2019-09,2019,9,2
Northwest Territories,Other Studies,False,2019-09,2019,9,0
Northwest Territories,,True,2019-09,2019,9,5
Nunavut,Secondary or less,False,2019-09,2019,9,2
Nunavut,Post Secondary,False,2019-09,2019,9,2
Nunavut,Other Studies,False,2019-09,2019,9,0
Nunavut,,True,2019-09,2019,9,2
Province/territory not stated Total,,False,2019-09,2019,9,165
Total,,True,2019-09,2019,9,43570
Newfoundland and Labrador,Secondary or less,False,2019-10,2019,10,5
Newfoundland and Labrador,Post Secondary,False,2019-10,2019,10,65
Newfoundland and Labrador,Other Studies,False,2019-10,2019,10,2
Newfoundland and Labrador,Education level not stated,False,2019-10,2019,10,0
Newfoundland and Labrador,,True,2019-10,2019,10,75
Prince Edward Island,Secondary or less,False,2019-10,2019,10,55
Prince Edward Island,Post Secondary,False,2019-10,2019,10,35
Prince Edward Island,Other Studies,False,2019-10,2019,10,10
Prince Edward Island,Education level not stated,False,2019-10,2019,10,0
Prince Edward Island,,True,2019-10,2019,10,100
Nova Scotia,Secondary or less,False,2019-10,2019,10,75
Nova Scotia,Post Secondary,False,2019-10,2019,10,235
Nova Scotia,Other Studies,False,2019-10,2019,10,75
Nova Scotia,Education level not stated,False,2019-10,2019,10,0
Nova Scotia,,True,2019-10,2019,10,385
New Brunswick,Secondary or less,False,2019-10,2019,10,55
New Brunswick,Post Secondary,False,2019-10,2019,10,100
New Brunswick,Other Studies,False,2019-10,2019,10,5
New Brunswick,Education level not stated,False,2019-10,2019,10,2
New Brunswick,,True,2019-10,2019,10,160
Quebec,Secondary or less,False,2019-10,2019,10,315
Quebec,Post Secondary,False,2019-10,2019,10,1700
Quebec,Other Studies,False,2019-10,2019,10,410
Quebec,Education level not stated,False,2019-10,2019,10,0
Quebec,,True,2019-10,2019,10,2425
Ontario,Secondary or less,False,2019-10,2019,10,1665
Ontario,Post Secondary,False,2019-10,2019,10,4320
Ontario,Other Studies,False,2019-10,2019,10,875
Ontario,Education level not stated,False,2019-10,2019,10,5
Ontario,,True,2019-10,2019,10,6865
Manitoba,Secondary or less,False,2019-10,2019,10,95
Manitoba,Post Secondary,False,2019-10,2019,10,350
Manitoba,Other Studies,False,2019-10,2019,10,35
Manitoba,Education level not stated,False,2019-10,2019,10,0
Manitoba,,True,2019-10,2019,10,480
Saskatchewan,Secondary or less,False,2019-10,2019,10,65
Saskatchewan,Post Secondary,False,2019-10,2019,10,140
Saskatchewan,Other Studies,False,2019-10,2019,10,10
Saskatchewan,Education level not stated,False,2019-10,2019,10,0
Saskatchewan,,True,2019-10,2019,10,220
Alberta,Secondary or less,False,2019-10,2019,10,265
Alberta,Post Secondary,False,2019-10,2019,10,485
Alberta,Other Studies,False,2019-10,2019,10,75
Alberta,Education level not stated,False,2019-10,2019,10,0
Alberta,,True,2019-10,2019,10,830
British Columbia,Secondary or less,False,2019-10,2019,10,660
British Columbia,Post Secondary,False,2019-10,2019,10,2140
British Columbia,Other Studies,False,2019-10,2019,10,475
British Columbia,Education level not stated,False,2019-10,2019,10,0
British Columbia,,True,2019-10,2019,10,3280
Yukon,Secondary or less,False,2019-10,2019,10,5
Yukon,Post Secondary,False,2019-10,2019,10,2
Yukon,Other Studies,False,2019-10,2019,10,0
Yukon,Education level not stated,False,2019-10,2019,10,0
Yukon,,True,2019-10,2019,10,10
Northwest Territories,Secondary or less,False,2019-10,2019,10,2
Northwest Territories,Post Secondary,False,2019-10,2019,10,2
Northwest Territories,Other Studies,False,2019-10,2019,10,0
Northwest Territories,,True,2019-10,2019,10,2
Nunavut,Secondary or less,False,2019-10,2019,10,0
Nunavut,Post Secondary,False,2019-10,2019,10,0
Nunavut,Other Studies,False,2019-10,2019,10,0
Nunavut,,True,2019-10,2019,10,0
Province/territory not stated Total,,False,2019-10,2019,10,55
Total,,True,2019-10,2019,10,14875
Newfoundland and Labrador,Secondary or less,False,2019-11,2019,11,10
Newfoundland and Labrador,Post Secondary,False,2019-11,2019,11,60
Newfoundland and Labrador,Other Studies,False,2019-11,2019,11,2
Newfoundland and Labrador,Education level not stated,False,2019-11,2019,11,0
Newfoundland and Labrador,,True,2019-11,2019,11,70
Prince Edward Island,Secondary or less,False,2019-11,2019,11,20
Prince Edward Island,Post Secondary,False,2019-11,2019,11,45
Prince Edward Island,Other Studies,False,2019-11,2019,11,10
Prince Edward Island,Education level not stated,False,2019-11,2019,11,0
Prince Edward Island,,True,2019-11,2019,11,75
Nova Scotia,Secondary or less,False,2019-11,2019,11,45
Nova Scotia,Post Secondary,False,2019-11,2019,11,180
Nova Scotia,Other Studies,False,2019-11,2019,11,30
Nova Scotia,Education level not stated,False,2019-11,2019,11,2
Nova Scotia,,True,2019-11,2019,11,250
New Brunswick,Secondary or less,False,2019-11,2019,11,25
New Brunswick,Post Secondary,False,2019-11,2019,11,100
New Brunswick,Other Studies,False,2019-11,2019,11,2
New Brunswick,Education level not stated,False,2019-11,2019,11,0
New Brunswick,,True,2019-11,2019,11,130
Quebec,Secondary or less,False,2019-11,2019,11,240
Quebec,Post Secondary,False,2019-11,2019,11,1560
Quebec,Other Studies,False,2019-11,2019,11,275
Quebec,Education level not stated,False,2019-11,2019,11,2
Quebec,,True,2019-11,2019,11,2070
Ontario,Secondary or less,False,2019-11,2019,11,1370
Ontario,Post Secondary,False,2019-11,2019,11,3745
Ontario,Other Studies,False,2019-11,2019,11,540
Ontario,Education level not stated,False,2019-11,2019,11,2
Ontario,,True,2019-11,2019,11,5655
Manitoba,Secondary or less,False,2019-11,2019,11,95
Manitoba,Post Secondary,False,2019-11,2019,11,315
Manitoba,Other Studies,False,2019-11,2019,11,40
Manitoba,Education level not stated,False,2019-11,2019,11,2
Manitoba,,True,2019-11,2019,11,450
Saskatchewan,Secondary or less,False,2019-11,2019,11,75
Saskatchewan,Post Secondary,False,2019-11,2019,11,115
Saskatchewan,Other Studies,False,2019-11,2019,11,20
Saskatchewan,Education level not stated,False,2019-11,2019,11,0
Saskatchewan,,True,2019-11,2019,11,210
Alberta,Secondary or less,False,2019-11,2019,11,190
Alberta,Post Secondary,False,2019-11,2019,11,405
Alberta,Other Studies,False,2019-11,2019,11,75
Alberta,Education level not stated,False,2019-11,2019,11,0
Alberta,,True,2019-11,2019,11,675
British Columbia,Secondary or less,False,2019-11,2019,11,565
British Columbia,Post Secondary,False,2019-11,2019,11,1950
British Columbia,Other Studies,False,2019-11,2019,11,350
British Columbia,Education level not stated,False,2019-11,2019,11,0
British Columbia,,True,2019-11,2019,11,2865
Yukon,Secondary or less,False,2019-11,2019,11,2
Yukon,Post Secondary,False,2019-11,2019,11,2
Yukon,Other Studies,False,2019-11,2019,11,0
Yukon,Education level not stated,False,2019-11,2019,11,0
Yukon,,True,2019-11,2019,11,5
Northwest Territories,Secondary or less,False,2019-11,2019,11,2
Northwest Territories,Post Secondary,False,2019-11,2019,11,0
Northwest Territories,Other Studies,False,2019-11,2019,11,0
Northwest Territories,,True,2019-11,2019,11,2
Nunavut,Secondary or less,False,2019-11,2019,11,0
Nunavut,Post Secondary,False,2019-11,2019,11,2
Nunavut,Other Studies,False,2019-11,2019,11,0
Nunavut,,True,2019-11,2019,11,2
Province/territory not stated Total,,False,2019-11,2019,11,50
Total,,True,2019-11,2019,11,12500
Newfoundland and Labrador,Secondary or less,False,2019-12,2019,12,15
Newfoundland and Labrador,Post Secondary,False,2019-12,2019,12,235
Newfoundland and Labrador,Other Studies,False,2019-12,2019,12,10
Newfoundland and Labrador,Education level not stated,False,2019-12,2019,12,0
Newfoundland and Labrador,,True,2019-12,2019,12,260
Prince Edward Island,Secondary or less,False,2019-12,2019,12,30
Prince Edward Island,Post Secondary,False,2019-12,2019,12,145
Prince Edward Island,Other Studies,False,2019-12,2019,12,20
Prince Edward Island,Education level not stated,False,2019-12,2019,12,0
Prince Edward Island,,True,2019-12,2019,12,200
Nova Scotia,Secondary or less,False,2019-12,2019,12,45
Nova Scotia,Post Secondary,False,2019-12,2019,12,675
Nova Scotia,Other Studies,False,2019-12,2019,12,110
Nova Scotia,Education level not stated,False,2019-12,2019,12,0
Nova Scotia,,True,2019-12,2019,12,830
New Brunswick,Secondary or less,False,2019-12,2019,12,40
New Brunswick,Post Secondary,False,2019-12,2019,12,210
New Brunswick,Other Studies,False,2019-12,2019,12,5
New Brunswick,Education level not stated,False,2019-12,2019,12,0
New Brunswick,,True,2019-12,2019,12,255
Quebec,Secondary or less,False,2019-12,2019,12,265
Quebec,Post Secondary,False,2019-12,2019,12,3115
Quebec,Other Studies,False,2019-12,2019,12,425
Quebec,Education level not stated,False,2019-12,2019,12,0
Quebec,,True,2019-12,2019,12,3805
Ontario,Secondary or less,False,2019-12,2019,12,1620
Ontario,Post Secondary,False,2019-12,2019,12,25840
Ontario,Other Studies,False,2019-12,2019,12,2960
Ontario,Education level not stated,False,2019-12,2019,12,2
Ontario,,True,2019-12,2019,12,30420
Manitoba,Secondary or less,False,2019-12,2019,12,110
Manitoba,Post Secondary,False,2019-12,2019,12,1395
Manitoba,Other Studies,False,2019-12,2019,12,115
Manitoba,Education level not stated,False,2019-12,2019,12,0
Manitoba,,True,2019-12,2019,12,1615
Saskatchewan,Secondary or less,False,2019-12,2019,12,70
Saskatchewan,Post Secondary,False,2019-12,2019,12,740
Saskatchewan,Other Studies,False,2019-12,2019,12,70
Saskatchewan,Education level not stated,False,2019-12,2019,12,2
Saskatchewan,,True,2019-12,2019,12,880
Alberta,Secondary or less,False,2019-12,2019,12,230
Alberta,Post Secondary,False,2019-12,2019,12,1790
Alberta,Other Studies,False,2019-12,2019,12,140
Alberta,Education level not stated,False,2019-12,2019,12,2
Alberta,,True,2019-12,2019,12,2165
British Columbia,Secondary or less,False,2019-12,2019,12,825
British Columbia,Post Secondary,False,2019-12,2019,12,7115
British Columbia,Other Studies,False,2019-12,2019,12,1010
British Columbia,Education level not stated,False,2019-12,2019,12,2
British Columbia,,True,2019-12,2019,12,8950
Yukon,Secondary or less,False,2019-12,2019,12,2
Yukon,Post Secondary,False,2019-12,2019,12,20
Yukon,Other Studies,False,2019-12,2019,12,0
Yukon,Education level not stated,False,2019-12,2019,12,0
Yukon,,True,2019-12,2019,12,20
Northwest Territories,Secondary or less,False,2019-12,2019,12,2
Northwest Territories,Post Secondary,False,2019-12,2019,12,0
Northwest Territories,Other Studies,False,2019-12,2019,12,0
Northwest Territories,,True,2019-12,2019,12,2
Nunavut,Secondary or less,False,2019-12,2019,12,0
Nunavut,Post Secondary,False,2019-12,2019,12,0
Nunavut,Other Studies,False,2019-12,2019,12,0
Nunavut,,True,2019-12,2019,12,0
Province/territory not stated Total,,False,2019-12,2019,12,115
Total,,True,2019-12,2019,12,49520
Newfoundland and Labrador,Secondary or less,False,2020-01,2020,1,15
Newfoundland and Labrador,Post Secondary,False,2020-01,2020,1,120
Newfoundland and Labrador,Other Studies,False,2020-01,2020,1,5
Newfoundland and Labrador,Education level not stated,False,2020-01,2020,1,0
Newfoundland and Labrador,,True,2020-01,2020,1,145
Prince Edward Island,Secondary or less,False,2020-01,2020,1,20
Prince Edward Island,Post Secondary,False,2020-01,2020,1,95
Prince Edward Island,Other Studies,False,2020-01,2020,1,20
Prince Edward Island,Education level not stated,False,2020-01,2020,1,0
Prince Edward Island,,True,2020-01,2020,1,135
Nova Scotia,Secondary or less,False,2020-01,2020,1,145
Nova Scotia,Post Secondary,False,2020-01,2020,1,350
Nova Scotia,Other Studies,False,2020-01,2020,1,80
Nova Scotia,Education level not stated,False,2020-01,2020,1,0
Nova Scotia,,True,2020-01,2020,1,575
New Brunswick,Secondary or less,False,2020-01,2020,1,50
New Brunswick,Post Secondary,False,2020-01,2020,1,180
New Brunswick,Other Studies,False,2020-01,2020,1,15
New Brunswick,Education level not stated,False,2020-01,2020,1,0
New Brunswick,,True,2020-01,2020,1,240
Quebec,Secondary or less,False,2020-01,2020,1,235
Quebec,Post Secondary,False,2020-01,2020,1,5075
Quebec,Other Studies,False,2020-01,2020,1,745
Quebec,Education level not stated,False,2020-01,2020,1,2
Quebec,,True,2020-01,2020,1,6050
Ontario,Secondary or less,False,2020-01,2020,1,2230
Ontario,Post Secondary,False,2020-01,2020,1,7090
Ontario,Other Studies,False,2020-01,2020,1,1240
Ontario,Education level not stated,False,2020-01,2020,1,10
Ontario,,True,2020-01,2020,1,10565
Manitoba,Secondary or less,False,2020-01,2020,1,115
Manitoba,Post Secondary,False,2020-01,2020,1,570
Manitoba,Other Studies,False,2020-01,2020,1,60
Manitoba,Education level not stated,False,2020-01,2020,1,2
Manitoba,,True,2020-01,2020,1,745
Saskatchewan,Secondary or less,False,2020-01,2020,1,90
Saskatchewan,Post Secondary,False,2020-01,2020,1,215
Saskatchewan,Other Studies,False,2020-01,2020,1,15
Saskatchewan,Education level not stated,False,2020-01,2020,1,2
Saskatchewan,,True,2020-01,2020,1,320
Alberta,Secondary or less,False,2020-01,2020,1,365
Alberta,Post Secondary,False,2020-01,2020,1,610
Alberta,Other Studies,False,2020-01,2020,1,80
Alberta,Education level not stated,False,2020-01,2020,1,2
Alberta,,True,2020-01,2020,1,1060
British Columbia,Secondary or less,False,2020-01,2020,1,1350
British Columbia,Post Secondary,False,2020-01,2020,1,3150
British Columbia,Other Studies,False,2020-01,2020,1,635
British Columbia,Education level not stated,False,2020-01,2020,1,5
British Columbia,,True,2020-01,2020,1,5140
Yukon,Secondary or less,False,2020-01,2020,1,5
Yukon,Post Secondary,False,2020-01,2020,1,2
Yukon,Other Studies,False,2020-01,2020,1,0
Yukon,Education level not stated,False,2020-01,2020,1,0
Yukon,,True,2020-01,2020,1,10
Northwest Territories,Secondary or less,False,2020-01,2020,1,2
Northwest Territories,Post Secondary,False,2020-01,2020,1,0
Northwest Territories,Other Studies,False,2020-01,2020,1,0
Northwest Territories,,True,2020-01,2020,1,2
Nunavut,Secondary or less,False,2020-01,2020,1,0
Nunavut,Post Secondary,False,2020-01,2020,1,0
Nunavut,Other Studies,False,2020-01,2020,1,0
Nunavut,,True,2020-01,2020,1,0
Province/territory not stated Total,,False,2020-01,2020,1,220
Total,,True,2020-01,2020,1,25205
Newfoundland and Labrador,Secondary or less,False,2020-02,2020,2,15
Newfoundland and Labrador,Post Secondary,False,2020-02,2020,2,45
Newfoundland and Labrador,Other Studies,False,2020-02,2020,2,2
Newfoundland and Labrador,Education level not stated,False,2020-02,2020,2,0
Newfoundland and Labrador,,True,2020-02,2020,2,60
Prince Edward Island,Secondary or less,False,2020-02,2020,2,15
Prince Edward Island,Post Secondary,False,2020-02,2020,2,15
Prince Edward Island,Other Studies,False,2020-02,2020,2,10
Prince Edward Island,Education level not stated,False,2020-02,2020,2,0
Prince Edward Island,,True,2020-02,2020,2,40
Nova Scotia,Secondary or less,False,2020-02,2020,2,60
Nova Scotia,Post Secondary,False,2020-02,2020,2,110
Nova Scotia,Other Studies,False,2020-02,2020,2,70
Nova Scotia,Education level not stated,False,2020-02,2020,2,0
Nova Scotia,,True,2020-02,2020,2,240
New Brunswick,Secondary or less,False,2020-02,2020,2,30
New Brunswick,Post Secondary,False,2020-02,2020,2,65
New Brunswick,Other Studies,False,2020-02,2020,2,5
New Brunswick,Education level not stated,False,2020-02,2020,2,0
New Brunswick,,True,2020-02,2020,2,100
Quebec,Secondary or less,False,2020-02,2020,2,160
Quebec,Post Secondary,False,2020-02,2020,2,1130
Quebec,Other Studies,False,2020-02,2020,2,365
Quebec,Education level not stated,False,2020-02,2020,2,2
Quebec,,True,2020-02,2020,2,1655
Ontario,Secondary or less,False,2020-02,2020,2,985
Ontario,Post Secondary,False,2020-02,2020,2,3165
Ontario,Other Studies,False,2020-02,2020,2,970
Ontario,Education level not stated,False,2020-02,2020,2,2
Ontario,,True,2020-02,2020,2,5125
Manitoba,Secondary or less,False,2020-02,2020,2,85
Manitoba,Post Secondary,False,2020-02,2020,2,295
Manitoba,Other Studies,False,2020-02,2020,2,45
Manitoba,Education level not stated,False,2020-02,2020,2,0
Manitoba,,True,2020-02,2020,2,425
Saskatchewan,Secondary or less,False,2020-02,2020,2,50
Saskatchewan,Post Secondary,False,2020-02,2020,2,100
Saskatchewan,Other Studies,False,2020-02,2020,2,5
Saskatchewan,Education level not stated,False,2020-02,2020,2,0
Saskatchewan,,True,2020-02,2020,2,155
Alberta,Secondary or less,False,2020-02,2020,2,165
Alberta,Post Secondary,False,2020-02,2020,2,290
Alberta,Other Studies,False,2020-02,2020,2,85
Alberta,Education level not stated,False,2020-02,2020,2,0
Alberta,,True,2020-02,2020,2,540
British Columbia,Secondary or less,False,2020-02,2020,2,560
British Columbia,Post Secondary,False,2020-02,2020,2,1910
British Columbia,Other Studies,False,2020-02,2020,2,580
British Columbia,Education level not stated,False,2020-02,2020,2,2
British Columbia,,True,2020-02,2020,2,3050
Yukon,Secondary or less,False,2020-02,2020,2,2
Yukon,Post Secondary,False,2020-02,2020,2,2
Yukon,Other Studies,False,2020-02,2020,2,0
Yukon,Education level not stated,False,2020-02,2020,2,2
Yukon,,True,2020-02,2020,2,2
Northwest Territories,Secondary or less,False,2020-02,2020,2,0
Northwest Territories,Post Secondary,False,2020-02,2020,2,0
Northwest Territories,Other Studies,False,2020-02,2020,2,0
Northwest Territories,,True,2020-02,2020,2,0
Nunavut,Secondary or less,False,2020-02,2020,2,0
Nunavut,Post Secondary,False,2020-02,2020,2,0
Nunavut,Other Studies,False,2020-02,2020,2,0
Nunavut,,True,2020-02,2020,2,0
Province/territory not stated Total,,False,2020-02,2020,2,65
Total,,True,2020-02,2020,2,11455
Newfoundland and Labrador,Secondary or less,False,2020-03,2020,3,5
Newfoundland and Labrador,Post Secondary,False,2020-03,2020,3,50
Newfoundland and Labrador,Other Studies,False,2020-03,2020,3,2
Newfoundland and Labrador,Education level not stated,False,2020-03,2020,3,0
Newfoundland and Labrador,,True,2020-03,2020,3,60
Prince Edward Island,Secondary or less,False,2020-03,2020,3,5
Prince Edward Island,Post Secondary,False,2020-03,2020,3,15
Prince Edward Island,Other Studies,False,2020-03,2020,3,2
Prince Edward Island,Education level not stated,False,2020-03,2020,3,0
Prince Edward Island,,True,2020-03,2020,3,20
Nova Scotia,Secondary or less,False,2020-03,2020,3,25
Nova Scotia,Post Secondary,False,2020-03,2020,3,115
Nova Scotia,Other Studies,False,2020-03,2020,3,40
Nova Scotia,Education level not stated,False,2020-03,2020,3,2
Nova Scotia,,True,2020-03,2020,3,185
New Brunswick,Secondary or less,False,2020-03,2020,3,20
New Brunswick,Post Secondary,False,2020-03,2020,3,50
New Brunswick,Other Studies,False,2020-03,2020,3,2
New Brunswick,Education level not stated,False,2020-03,2020,3,0
New Brunswick,,True,2020-03,2020,3,75
Quebec,Secondary or less,False,2020-03,2020,3,145
Quebec,Post Secondary,False,2020-03,2020,3,2055
Quebec,Other Studies,False,2020-03,2020,3,355
Quebec,Education level not stated,False,2020-03,2020,3,2
Quebec,,True,2020-03,2020,3,2560
Ontario,Secondary or less,False,2020-03,2020,3,985
Ontario,Post Secondary,False,2020-03,2020,3,3015
Ontario,Other Studies,False,2020-03,2020,3,510
Ontario,Education level not stated,False,2020-03,2020,3,2
Ontario,,True,2020-03,2020,3,4510
Manitoba,Secondary or less,False,2020-03,2020,3,55
Manitoba,Post Secondary,False,2020-03,2020,3,275
Manitoba,Other Studies,False,2020-03,2020,3,30
Manitoba,Education level not stated,False,2020-03,2020,3,0
Manitoba,,True,2020-03,2020,3,365
Saskatchewan,Secondary or less,False,2020-03,2020,3,55
Saskatchewan,Post Secondary,False,2020-03,2020,3,70
Saskatchewan,Other Studies,False,2020-03,2020,3,5
Saskatchewan,Education level not stated,False,2020-03,2020,3,0
Saskatchewan,,True,2020-03,2020,3,130
Alberta,Secondary or less,False,2020-03,2020,3,155
Alberta,Post Secondary,False,2020-03,2020,3,260
Alberta,Other Studies,False,2020-03,2020,3,45
Alberta,Education level not stated,False,2020-03,2020,3,0
Alberta,,True,2020-03,2020,3,460
British Columbia,Secondary or less,False,2020-03,2020,3,485
British Columbia,Post Secondary,False,2020-03,2020,3,1715
British Columbia,Other Studies,False,2020-03,2020,3,335
